OBJECTID,Shape,Join_Count,TARGET_FID,PIN,PIN2,PTRACT2,GPIN,Parcel_Tex,Parts,SUB_NAME,DEED_AC,ACTIVE,EXPIRY,Last,ACC_NO,class,TCSD,SHARE_TC,EDITDATE,EDITBY,EDITTYPE,TRANSACTIO,TRANSACT_1,TRATE_ID,YearFor,Fire_Dist,Calc_Acrea,Parcel_Not,TAZ_Model_,Possible_Z,Common_Nam,Common_N_1,GPS_Y_N,GPS_Year,Calc_Acr_1,Calc_Acr_2,Data_year,ORIG_FID,AccountNumber,TaxMap,GPIN,LUC_2022,Total Land,Land Unit Type,CurYr_LandMarketValue,CurYr_LandUseValue,CurYr_AgricultCredit,CurYr_BuildingValue,CurYr_SFYIValue,CurYr_MarketValue,PrevYr_LandMarketValue,PrevYr_LandUseValue,PrevYr_agricultCredit,PrevYr_BuildingValue,PrevYr_SFYIValue,PrevYr_MarketValue,Description,Full description,UserAccoun,LandUseCod2018
54,Point,1,53, 32   1    14A,32-1-0-14-A,32-1-0-14-A,6779-63-8153, ,1, ,12.09,12/31/2005,<Null>, ,13952,2,No,No,12/7/2021,DG,0, ,0,116768553793132_TRATE, ,5,12.80337, ,648,0, , , , ,-0.71337,0,2022,3888,13952,32-1-0-14-A,6779-63-8153,SNGL FAM SUB,12.09,AC,176100,0,176100,0,0,176100,157000,0,157000,0,0,157000,A2,AG/LTD,6779-63-8153,20 - SNGL FAM SUB
55,Point,1,54, 28   21    3,28-21-0-3-0,28-1-0-26-A,6739-00-2853, ,1,The Glen on Chapel Hill,8.01,8/27/2018,<Null>, ,20119,5,No,No,9/28/2018,JDW,0, ,0,116302433790951_TRATE, ,4,7.913386, ,646,23063, , , , ,0.096614,0,2022,3973,20119,28-21-0-3-0,6739-00-2853,SNGL FAM SUB,8.01,AC,86300,0,86300,265800,1000,353100,83000,0,83000,216900,1000,300900,A1,AG/GEN,6739-00-2945,50 - AG 20-100 AC
56,Point,1,55, 29   1    43A,29-1-0-43-A,29-1-0-43-0,6748-59-4015, ,1, ,1.322,3/22/2022,<Null>, ,8945,2,No,No,4/6/2022,JDW,0, ,0,116454183789059_TRATE, ,5,1.321862, ,647,0, , , , ,0.000138,0,2022,3992,8945,29-1-0-43-A,6748-59-4015,SNGL FAM SUB,1.322,AC,30200,0,30200,0,0,30200,27800,0,27800,0,0,27800,A1,AG/GEN,6748-49-4459,50 - AG 20-100 AC
57,Point,1,56, 30   1    21E,30-1-0-21-E,30-1-0-21-0,6759-31-9645, ,1, ,2.33,6/21/1995,<Null>, ,14393,2,No,No,3/22/2019,JDW,0, ,0,116539473791654_TRATE, ,5,2.323914, ,647,0, , , , ,0.006086,0,2022,4018,14393,30-1-0-21-E,6759-31-9645,SNGL FAM SUB,2.33,AC,61800,0,61800,0,0,61800,58700,0,58700,0,0,58700,A2,AG/LTD,6759-31-9645,20 - SNGL FAM SUB
58,Point,1,57, 31  24     6A,31-24-0-6-A,31-1-0-76-0,6779-41-8948, ,1,James River Estates,0,12/31/2005,<Null>, ,10589,7,No,No,<Null>, ,0, ,0,116748433791988_TRATE, ,5,0.125218,CEMETERY,648,0, , , , ,-0.125218,0,2022,4065,10589,31-24-0-6-A,6779-41-8948,Cemetery,0,AC,100,0,100,0,0,100,100,0,100,0,0,100,A2,AG/LTD,6779-41-7916,20 - SNGL FAM SUB
59,Point,1,58, 29   1    43,29-1-0-43-0,29-1-0-43-0,6748-49-4459, ,1, ,79.381,12/31/2005,<Null>, ,340,5,No,No,<Null>, ,0, ,0,116444573789496_TRATE, ,5,78.975958, ,647,23063, , , , ,0.405042,0,2022,4191,340,29-1-0-43-0,6748-49-4459,AG 20-100 AC,79.381,AC,552200,439600,112600,442100,11900,1006200,543400,440900,102500,378300,11900,933600,A1,AG/GEN,6748-49-4459,50 - AG 20-100 AC
60,Point,1,59,28   22   A,28-22-0-A-0,28-1-0-26-0,6738-09-7341,7341,1, ,22.443,11/1/2018,<Null>,6738-09-7410,7510,5,No,No,12/11/2018,JDW,0, ,0,116307203789408_TRATE, ,4,22.297102, ,646,23063, , , , ,0.145898,0,2022,4223,7510,28-22-0-A-0,6738-09-7341,AG 20-100 AC,22.443,AC,166700,0,166700,164800,13200,344700,161700,0,161700,135200,12900,309800,A1,AG/GEN,6738-09-7410,50 - AG 20-100 AC
61,Point,1,60, 28   1    16A,28-1-0-16-A,28-1-0-16-A,6728-87-6695, ,1, ,2.9,12/31/2005,<Null>, ,9081,2,No,No,10/5/2020,JDW,0, ,0,116286933787658_TRATE, ,4,2.816416, ,646,23063, , , , ,0.083584,0,2022,4234,9081,28-1-0-16-A,6728-87-6695,SNGL FAM SUB,2.9,AC,50400,0,50400,0,6500,56900,49400,0,49400,0,5500,54900,A1,AG/GEN,6728-87-6695,20 - SNGL FAM SUB
62,Point,1,61, 31   6     1,31-6-0-1-0,31-6-0-1-0,6778-42-7076, ,1, ,6.38,12/31/2005,<Null>, ,601,2,No,No,9/8/2021,JDW,0, ,0,116747783782067_TRATE, ,5,7.038776, ,660,23102, , , , ,-0.658776,0,2022,4514,601,31-6-0-1-0,6778-42-7076,SNGL FAM SUB,6.38,AC,125400,0,125400,275400,18400,419200,112100,0,112100,230800,16900,359800,A2,AG/LTD,6778-42-7076,20 - SNGL FAM SUB
63,Point,1,62, 33   1     5,33-1-0-5-0,33-1-0-5-0,6798-16-6373,6373,1, ,39.768,8/9/2021,<Null>,6798-16-7363,386,5,No,No,9/8/2021,JDW,0, ,0,116918473786246_TRATE, ,3,44.480911,DONE,650,0, , , , ,-4.712911,0,2022,4607,386,33-1-0-5-0,6798-16-6373,AG 20-100 AC,39.768,AC,548800,529000,19800,0,0,548800,550600,531300,19300,0,0,550600,A2,AG/LTD,6798-16-8271,50 - AG 20-100 AC
64,Point,1,63, 29   1    21B,29-1-0-21-B,29-1-0-21-0,6748-56-1490, ,1, ,1.49,12/31/2005,<Null>, ,8892,4,No,No,<Null>, ,0, ,0,116451923786404_TRATE, ,5,1.468716, ,647,0, , , , ,0.021284,0,2022,4637,8892,29-1-0-21-B,6748-56-1490,SNGL FAM SUB,1.49,AC,53500,0,53500,0,7400,60900,49500,0,49500,0,6600,56100,A1,AG/GEN,6748-56-1490,40 - COMM & IND
65,Point,1,64, 30   1    36,30-1-0-36-0,30-1-0-36-0,6758-23-7742,7742,1, ,9,12/31/2005,<Null>,6758-23-7787,5056,2,No,No,11/23/2021,JDW,0, ,0,116527883783779_TRATE, ,5,8.54739, ,659,0, , , , ,0.45261,0,2022,4777,5056,30-1-0-36-0,6758-23-7742,SNGL FAM SUB,9,AC,135900,0,135900,0,0,135900,129100,0,129100,0,0,129100,A2,AG/LTD,6758-23-7787,20 - SNGL FAM SUB
66,Point,1,65, 48  15     2,48-15-0-2-0,48-1-0-13-0,7727-58-4225, ,1,Rockville Commerce Center,3.298,5/18/2018,<Null>,7727-58-4124,16942,4,Yes,Yes,5/24/2018,JDW,0, ,0,117254173778121_TRATE, ,3,3.298037, ,651,23146, , , , ,-0.000037,0,2022,4845,16942,48-15-0-2-0,7727-58-4225,COMM & IND,3.298,AC,655500,0,655500,1542600,285200,2483300,624300,0,624300,1541400,217800,2383500,M2,INDUS/G,7727-58-4124,40 - COMM & IND
67,Point,1,66, 42   1   101A,42-1-0-101-A,42-1-0-101-A,6767-02-9870, ,1, ,0.686,5/10/2019,<Null>, ,10363,7,No,No,6/7/2019,JDW,0, ,0,116609723772801_TRATE, ,5,0.682654, ,659,23063,General Gov, , , ,0.003346,0,2022,4872,10363,42-1-0-101-A,6767-02-9870,General Gov,0.686,AC,84100,0,84100,328600,10000,422700,84100,0,84100,295600,10100,389800,B1,BUS/GEN,6767-02-9870,77 - CHARITABLE
68,Point,1,67, 40   1    14A,40-1-0-14-A,40-1-0-14-A,6737-10-9106, ,1, ,7.2,12/31/2005,<Null>, ,3242,2,No,No,<Null>, ,0, ,0,116319033770164_TRATE, ,5,9.598437, ,662,0, , , , ,-2.398437,0,2022,4912,3242,40-1-0-14-A,6737-10-9106,SNGL FAM SUB,7.2,AC,90100,0,90100,0,0,90100,88600,0,88600,0,0,88600,A1,AG/GEN,6737-10-9106,20 - SNGL FAM SUB
69,Point,1,68, 40   1    14A1,40-1-0-14-A1,40-1-0-14-A1,6737-10-5084,5084,1, ,0.8,12/31/2005,<Null>,6737-10-5140,14128,2,No,No,5/28/2019,JDW,0, ,0,116315413770101_TRATE, ,5,0.81016, ,662,0, , , , ,-0.01016,0,2022,4916,14128,40-1-0-14-A1,6737-10-5084,SNGL FAM SUB,0.8,AC,2600,0,2600,0,0,2600,2600,0,2600,0,0,2600,A1,AG/GEN,6737-10-9106,20 - SNGL FAM SUB
70,Point,1,69,44   1    24B,44-1-0-24-B,44-1-0-24-0,6777-91-2459, ,1, ,4.145,4/6/2018,<Null>, ,20028,2,No,No,4/25/2018,JDW,0, ,0,116790353771477_TRATE, ,2,4.070855, ,664,0, , , , ,0.074145,0,2022,4930,20028,44-1-0-24-B,6777-91-2459,SNGL FAM SUB,4.145,AC,119800,0,119800,0,0,119800,106900,0,106900,0,0,106900,A2,AG/LTD,6777-91-1541,20 - SNGL FAM SUB
71,Point,1,70, 44   1    17,44-1-0-17-0,44-1-0-17-0,6787-01-3154,3154,1, ,13.863,1/7/2021,<Null>,6787-01-3223,9409,2,No,No,2/4/2021,JDW,0, ,0,116803213771239_TRATE, ,2,13.198051, ,664,23039, , , , ,0.664949,0,2022,5224,9409,44-1-0-17-0,6787-01-3154,SNGL FAM SUB,13.863,AC,239900,0,239900,260400,40100,540400,249900,0,249900,217000,36300,503200,A2,AG/LTD,6787-01-3223,20 - SNGL FAM SUB
72,Point,1,71,43   1    69T,43-1-0-69-T,43-1-0-69-0,6777-39-4886-9999, ,1, ,24.3,5/7/2019,<Null>,6777-39-4886,6061,5,No,No,4/28/2022,DG,1, ,0,116734833779864_TRATE, ,5,23.595605, ,660,23102, , , , ,0.704395,0,2022,5370,6061,43-1-0-69-T,6777-39-4886-9999,AG 20-100 AC,24.3,AC,380700,254900,125800,0,11900,392600,340500,227800,112700,0,10000,350500,A2,AG/LTD,6777-39-4886,50 - AG 20-100 AC
73,Point,1,72, 43   1    15,43-1-0-15-0,43-1-0-15-0,6767-37-9907, ,1, ,1.973,12/31/2005,<Null>, ,3073,2,No,No,3/23/2020,JDW,0, ,0,116639023777979_TRATE, ,5,1.990979, ,659,23102, , , , ,-0.017979,0,2022,5724,3073,43-1-0-15-0,6767-37-9907,SNGL FAM SUB,1.973,AC,84100,0,84100,75400,13700,173200,75200,0,75200,53600,12300,141100,A2,AG/LTD,6767-37-9907,20 - SNGL FAM SUB
74,Point,1,73, 43   44   1,43-44-0-1-0,43-1-0-83-0,6767-91-9003,9003,1, ,3.795,8/19/2019,<Null>,6767-90-9852,1836,2,No,No,9/3/2019,JDW,0, ,0,116699543770828_TRATE, ,5,3.817819, ,663,0, , , , ,-0.022819,0,2022,5838,1836,43-44-0-1-0,6767-91-9003,SNGL FAM SUB,3.795,AC,110300,0,110300,0,0,110300,98700,0,98700,0,0,98700,A2,AG/LTD,6767-90-9852,20 - SNGL FAM SUB
75,Point,1,74,48   1   17T,48-1-0-17-T,48-1-0-17-0,7727-47-6594-9999, ,1, ,5.584,12/31/2005,<Null>, ,4997,2,No,No,7/22/2021,JDW,0, ,0,117246903777549_TRATE, ,3,5.465, ,651,23146, , , , ,0.119,0,2022,5977,4997,48-1-0-17-T,7727-47-6594,SNGL FAM SUB,5.584,AC,356500,0,356500,73600,3800,433900,329800,0,329800,62500,3800,396100,A2,AG/LTD,7727-47-6594,20 - SNGL FAM SUB
76,Point,1,75, 39   1    81,39-1-0-81-0,39-1-0-80-0,6726-47-0458, ,1, ,13.079,5/7/2018,<Null>,6726-47-0513,7551,2,No,No,5/21/2018, ,0, ,0,116240113767538_TRATE, ,4,13.040275, ,662,23063, , , , ,0.038725,0,2022,6112,7551,39-1-0-81-0,6726-47-0458,SNGL FAM SUB,13.079,AC,100400,0,100400,406800,0,507200,98400,0,98400,342700,0,441100,A1,AG/GEN,6726-47-1716,20 - SNGL FAM SUB
77,Point,1,76, 47   3     B,47-3-0-B-0,47-3-0-B-0,7717-74-7113, ,2, ,136.97,12/31/2005,<Null>, ,16061,4,Yes,Yes,<Null>, ,0, ,0,117177163774138_TRATE, ,3,140.232062, ,654,23146, , , , ,-3.262062,0,2022,6232,16061,47-3-0-B-0,7717-74-7113,AG > 100 AC,136.97,AC,4291800,4057100,234700,10000,0,4301800,3830800,3621000,209800,10000,0,3840800,A2,AG/LTD,7717-74-7113,60 - AG > 100 AC
78,Point,1,77, 43   1    50,43-1-0-50-0,43-1-0-50-0,6777-43-3483,3483,1,"Breeze Hill Sec IV, V, VI",168.02,10/10/2018,<Null>,6777-43-1743,828,6,No,No,4/21/2021,JDW,0, ,0,116738973773911_TRATE, ,5,167.782363, ,660,0, , , , ,0.237637,0,2022,6327,828,43-1-0-50-0,6777-43-3483,AG > 100 AC,168.02,AC,1859300,0,1859300,0,0,1859300,2515900,0,2515900,0,0,2515900,RP,"RURAL,P",6777-33-3811,60 - AG > 100 AC
79,Point,1,78,46   43  2,46-43-0-2-0,46-1-0-123-0,7707-91-4667,4667,1, ,4.636,9/24/2018,<Null>, ,20256,2,No,No,5/16/2019,JDW,0, ,0,117094403771491_TRATE, ,3,4.652029, ,653,0, , , , ,-0.016029,0,2022,6431,20256,46-43-0-2-0,7707-91-4667,SNGL FAM SUB,4.636,AC,196800,0,196800,0,0,196800,175900,0,175900,0,0,175900,A2,AG/LTD,7707-91-4449,20 - SNGL FAM SUB
80,Point,1,79, 44   1    29A,44-1-0-29-A,44-1-0-29-A,6787-02-4838,4838,1, ,0,12/31/2005,<Null>,6787-02-5901,10449,7,No,No,<Null>, ,0, ,0,116805063772917_TRATE, ,2,0.042169,CEMETERY,649,0, , , , ,-0.042169,0,2022,6911,10449,44-1-0-29-A,6787-02-4838,Cemetery,0,AC,100,0,100,0,0,100,100,0,100,0,0,100,A2,AG/LTD,6787-02-0971,20 - SNGL FAM SUB
81,Point,1,80, 42   1    19A,42-1-0-19-A,42-1-0-19-0,6767-00-5052,5052,1, ,0,12/31/2005,<Null>,6757-90-0774,8501,7,No,No,<Null>, ,0, ,0,116590793770740_TRATE, ,5,0.112489, ,659,0,General Gov,BUILDING AT DOC WOMENS PRISION, , ,-0.112489,0,2022,6920,8501,42-1-0-19-A,6757-90-0774,General Gov,0,AC,0,0,0,2000,0,2000,0,0,0,2000,0,2000,A2,AG/LTD,6757-90-0726,72 - STATE GOV
82,Point,1,81,51   1    17A,51-1-0-17-A,51-1-0-17-0,6735-26-8629,8629,1, ,28.85,3/28/2019,<Null>, ,20242,5,No,No,5/7/2019,JDW,0, ,0,116328503756817_TRATE, ,5,30.488231, ,662,0, , , , ,-1.638231,0,2022,7659,20242,51-1-0-17-A,6735-26-8629,AG 20-100 AC,28.85,AC,132700,0,132700,0,100,132800,129800,0,129800,0,100,129900,A1,AG/GEN,6735-26-8851,50 - AG 20-100 AC
83,Point,1,82, 50   1     4,50-1-0-4-0,50-1-0-4-0,6726-06-1271, ,1, ,0.64,12/31/2005,<Null>, ,9097,4,No,No,<Null>, ,0, ,0,116201763766214_TRATE, ,4,0.510005, ,662,23063, , , , ,0.129995,0,2022,7909,9097,50-1-0-4-0,6726-06-1271,SNGL FAM SUB,0.64,AC,28600,0,28600,80200,8100,116900,28000,0,28000,66600,7200,101800,A1,AG/GEN,6726-06-1271,20 - SNGL FAM SUB
84,Point,1,83, 55   1    61,55-1-0-61-0,55-1-0-61-0,6786-74-3976, ,2, ,21.23,12/31/2005,<Null>, ,7901,5,No,No,<Null>, ,0, ,0,116873723764966_TRATE, ,2,21.63452, ,664,23039, , , , ,-0.40452,0,2022,8007,7901,55-1-0-61-0,6786-74-3976,AG 20-100 AC,21.23,AC,375600,0,375600,67400,3000,446000,335700,0,335700,55600,3000,394300,A2,AG/LTD,6786-74-3976,50 - AG 20-100 AC
85,Point,1,84, 59   3 2  88,59-3-2-88-0,59-1-0-38-0,7726-74-1879,1879,2,West Creek Business Park,12.099,7/26/2021,<Null>,7726-74-4268,16308,4,Yes,Yes,7/26/2021,JDW,0, ,0,117273733764321_TRATE, ,3,11.185964,Non-Taxable - Per Mary Ann Davis,658,23233, , , , ,0.913036,0,2022,8047,16308,59-3-2-88-0,7726-74-5220,Non-Profit,12.099,AC,4767000,0,4767000,82122100,1524600,88413700,4333900,0,4333900,79730200,1466500,85530600,M1,INDUS/L,7726-74-1707,40 - COMM & IND
86,Point,1,85, 63   1  172B,63-1-0-172-B,63-1-0-172-0,7724-31-1765, ,1, ,24.772,12/19/2007,<Null>, ,18803,2,No,No,12/19/2007,QFOOTE,0, ,0,117232093741802_TRATE, ,1,26.018856, ,669,23238, , , , ,-1.246856,0,2022,8089,18803,63-1-0-172-B,7724-31-1765,AG 20-100 AC,24.772,AC,2222800,2211400,11400,0,0,2222800,1933000,1922500,10500,0,0,1933000,A2,AG/LTD,7724-31-1765,50 - AG 20-100 AC
87,Point,1,86, 58   1    30C,58-1-0-30-C,58-1-0-30-C,7715-44-2957, ,1, ,2.284,12/31/2005,<Null>,7715-45-2052,6372,2,No,No,<Null>, ,0, ,0,117142553755025_TRATE, ,1,2.228725, ,656,23103, , , , ,0.055275,0,2022,8329,6372,58-1-0-30-C,7715-44-2957,SNGL FAM SUB,2.284,AC,148900,0,148900,448600,0,597500,129500,0,129500,382200,0,511700,A2,AG/LTD,7715-45-2052,20 - SNGL FAM SUB
88,Point,1,87, 56   7     3,56-7-0-3-0,56-7-0-3-0,6785-94-0741, ,1, ,3,12/31/2005,<Null>, ,4166,2,No,No,<Null>, ,0, ,0,116890403754714_TRATE, ,2,2.973131, ,666,0, , , , ,0.026869,0,2022,8418,4166,56-7-0-3-0,6785-94-0741,SNGL FAM SUB,3,AC,100300,0,100300,0,8300,108600,89600,0,89600,0,7400,97000,A2,AG/LTD,6785-94-0741,20 - SNGL FAM SUB
89,Point,1,88, 57  18     2,57-18-0-2-0,57-18-0-2-0,7715-03-3050, ,1, ,15,9/10/1975,<Null>, ,2919,2,No,No,2/4/2020,JDW,0, ,0,117105643753033_TRATE, ,1,14.9662, ,667,23103, , , , ,0.0338,0,2022,9060,2919,57-18-0-2-0,7715-03-3050,SNGL FAM SUB,15,AC,561500,0,561500,710900,45700,1318100,488400,0,488400,592000,36500,1116900,A2,AG/LTD,7715-03-3050,20 - SNGL FAM SUB
90,Point,1,89, 63  21     1,63-21-0-1-0,63-21-0-1-0,7715-91-8534, ,1, ,5.25,12/31/2005,<Null>, ,8213,2,No,No,<Null>, ,0, ,0,117198363751546_TRATE, ,1,7.988909, ,669,0, , , , ,-2.738909,0,2022,9257,8213,63-21-0-1-0,7715-91-8534,SNGL FAM SUB,5.25,AC,163600,0,163600,0,0,163600,142100,0,142100,0,0,142100,A2,AG/LTD,7715-91-8534,20 - SNGL FAM SUB
91,Point,1,90, 63  30     B,63-30-0-B-0,63-30-0-B-0,7714-69-2971,2971,1, ,2.32,7/25/2019,<Null>,7714-69-3871,8047,2,No,No,8/14/2019,JDW,0, ,0,117163753749820_TRATE, ,1,2.28721, ,669,23103, , , , ,0.03279,0,2022,9294,8047,63-30-0-B-0,7714-69-2971,SNGL FAM SUB,2.32,AC,135300,0,135300,452000,0,587300,117700,0,117700,387200,0,504900,A2,AG/LTD,7714-69-3847,76 - RELIGIOUS
92,Point,1,91, 64  25 1  15,64-25-1-15-0,64-20-0-1-0,7724-88-4746, ,1,West Creek Business Park,21.72,12/31/2005,<Null>,7724-88-4751,16372,4,Yes,Yes,<Null>, ,0, ,0,117284543748715_TRATE, ,1,21.719498, ,670,23238, , , , ,0.000502,0,2022,9362,16372,64-25-1-15-0,7724-88-4746,COMM & IND,21.72,AC,3447600,0,3447600,3343600,441000,7232200,3283500,0,3283500,3168700,454500,6906700,M1,INDUS/L,7724-88-4746,40 - COMM & IND
93,Point,1,92, 63   1   148,63-1-0-148-0,63-1-0-148-0,7715-70-8064, ,1, ,6.33,12/31/2005,<Null>, ,272,2,No,No,<Null>, ,0, ,0,117178633750048_TRATE, ,1,5.080308, ,669,0, , , , ,1.249692,0,2022,9444,272,63-1-0-148-0,7715-70-8064,SNGL FAM SUB,6.33,AC,162900,0,162900,0,8000,170900,141500,0,141500,0,7100,148600,A2,AG/LTD,7715-70-8064,20 - SNGL FAM SUB
94,Point,1,93,64  29     6,64-29-0-6-0,64-8-0-1-0,7724-85-4067,4067,1,West Creek Business Park,37.942,5/21/2021,<Null>,7724-84-1682,21005,4,Yes,Yes,6/4/2021,JDW,0, ,0,117281863744623_TRATE, ,1,37.942058,6,670,0, , , , ,-0.000058,0,2022,9576,21005,64-29-0-6-0,7724-85-4067,COMM & IND,37.942,AC,7535000,0,7535000,0,0,7535000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,M1,INDUS/L,7724-84-1682,40 - COMM & IND
95,Point,1,94, 33   9     4,33-9-0-4-0,33-1-0-16-0,6798-64-4058,4058,1,Temple Heights,5.278,3/5/2002,<Null>,6798-64-4089,16974,2,No,No,4/4/2019,JDW,0, ,0,116964863784094_TRATE, ,3,5.287106, ,652,23146, , , , ,-0.009106,0,2022,10528,16974,33-9-0-4-0,6798-64-4058,SNGL FAM SUB,5.278,AC,153300,0,153300,335800,0,489100,136700,0,136700,275600,0,412300,RR,RES/RUR,6798-64-4089,20 - SNGL FAM SUB
96,Point,1,95, 26   1     2,26-1-0-2-0,26-1-0-2-0,6709-43-0126, ,1, ,40.81,12/31/2005,<Null>, ,7200,5,No,No,<Null>, ,0, ,0,116040223793162_TRATE, ,4,58.22537, ,645,23063, , , , ,-17.41537,0,2022,10648,7200,26-1-0-2-0,6709-43-0126,AG 20-100 AC,40.81,AC,174100,102000,72100,20400,5400,199900,166700,98500,68200,16900,5000,188600,A1,AG/GEN,6709-43-0126,50 - AG 20-100 AC
97,Point,1,96, 42   1    79,42-1-0-79-0,42-1-0-79-0,6767-08-1502, ,1, ,3.082,1/24/2018,<Null>,6767-08-2510,10350,7,No,No,3/21/2018,JDW,0, ,0,116601963778514_TRATE, ,5,3.17091, ,659,23063,General Gov,FAIRGROUND PARCEL, , ,-0.08891,0,2022,10704,10350,42-1-0-79-0,6767-08-1502,General Gov,3.082,AC,623200,0,623200,0,0,623200,599100,0,599100,0,0,599100,B1,BUS/GEN,6767-08-2510,74 - LOCAL GOV
98,Point,1,97, 29   1    21A,29-1-0-21-A,29-1-0-21-A,6748-46-7896, ,1, ,184.754,12/31/2005,<Null>, ,8891,6,No,No,4/6/2022,JDW,0, ,0,116448063786894_TRATE, ,5,189.554545, ,647,23063, , , , ,-4.800545,0,2022,11018,8891,29-1-0-21-A,6748-46-7896,AG > 100 AC,225.754,AC,1458700,1291500,167200,50700,1700,1511100,1443400,1297000,146400,41200,1500,1486100,A1,AG/GEN,6748-46-7896,60 - AG > 100 AC
99,Point,1,98, 43   42    DA,43-42-D-A-0,43-1-0-73-0,6777-37-6081, ,1,Breeze Hill Sec III,20,8/23/2018,<Null>, ,20141,5,No,No,9/13/2018,JDW,0, ,0,116735183777117_TRATE, ,5,20.010919, ,660,0, , , , ,-0.010919,0,2022,11240,20141,43-42-D-A-0,6777-37-6081,Cmn Area/Open Spc,20,AC,0,0,0,0,0,0,0,0,0,0,0,0,RP,"RURAL,P",6777-36-6517,50 - AG 20-100 AC
100,Point,1,99, 44   1    45,44-1-0-45-0,44-1-0-45-0,6787-65-8154,8154,1, ,55.331,5/26/2021,<Null>,6787-75-0063,10432,7,No,No,6/8/2021,JDW,0, ,0,116871223775029_TRATE, ,2,55.929328, ,649,23039, , , , ,-0.598328,0,2022,11247,10432,44-1-0-45-0,6787-65-8154,AG 20-100 AC,55.331,AC,825600,622100,203500,141400,75300,1042300,875900,617400,258500,133900,73700,1083500,A2,AG/LTD,6787-75-0063,50 - AG 20-100 AC
101,Point,1,100,  4  11     6,4-11-0-6-0,4-1-0-17-0,6803-42-4883,4883,1,Ostrich Run,26.458,12/11/2018,<Null>,6803-42-3380,18433,2,No,No,1/4/2018,JDW,0, ,0,116044323832280_TRATE, ,6,26.443022, ,644,23038, , , , ,0.014978,0,2022,11312,18433,4-11-0-6-0,6803-42-4883,AG 20-100 AC,26.458,AC,184200,0,184200,0,0,184200,178000,0,178000,0,0,178000,A1,AG/GEN,6803-52-0384,50 - AG 20-100 AC
102,Point,1,101,  4  11     5,4-11-0-5-0,4-1-0-17-0,6803-52-4347,4347,1,Ostrich Run,42.307,12/11/2018,<Null>,6803-52-0384,18432,5,No,No,1/4/2018,JDW,0, ,0,116051063832534_TRATE, ,6,41.619134, ,644,23038, , , , ,0.687866,0,2022,11313,18432,4-11-0-5-0,6803-52-4347,AG 20-100 AC,42.307,AC,180900,0,180900,0,44300,225200,180900,0,180900,0,44300,225200,A1,AG/GEN,6803-52-0384,50 - AG 20-100 AC
103,Point,1,102, 12   1    34,12-1-0-34-0,12-1-0-34-0,6831-13-2711, ,1, ,38.68,12/31/2005,<Null>, ,10062,5,No,No,<Null>, ,0, ,0,116312403813737_TRATE, ,6,26.849031, ,646,23153, , , , ,11.830969,0,2022,11331,10062,12-1-0-34-0,6831-13-2711,AG 20-100 AC,38.68,AC,225200,0,225200,0,0,225200,216600,0,216600,0,0,216600,A1,AG/GEN,6831-13-2711,50 - AG 20-100 AC
104,Point,1,103, 66   8    13,66-8-0-13-0,66-1-0-3-0,7723-36-6438, ,1,Pembroke Farms,1.614,10/27/2006,<Null>, ,18556,2,No,No,1/31/2022,DG,1, ,0,117236403736473_TRATE, ,1,1.557825, ,672,0, , , , ,0.056175,0,2022,11549,18556,66-8-0-13-0,7723-36-6438,SNGL FAM SUB,1.614,AC,375000,0,375000,0,0,375000,355000,0,355000,0,0,355000,R1,RES/LTD,7723-36-6438,20 - SNGL FAM SUB
105,Point,1,104, 13   1    46AT,13-1-0-46-AT,13-1-0-46-0,6841-63-5038-9999, ,1, ,10,12/31/2005,<Null>,6841-63-5038,18610,2,No,No,9/23/2015,JDW,0, ,0,116465693813119_TRATE, ,6,31.578748, ,646,0, , , , ,-21.578748,0,2022,11680,18610,13-1-0-46-AT,6841-63-5038-9999,SNGL FAM SUB,10,AC,177200,0,177200,0,0,177200,176200,0,176200,0,0,176200,A1,AG/GEN,6841-63-5038-9999,20 - SNGL FAM SUB
106,Point,1,105,21  10    35,21-10-0-35-0,21-10-0-35-0,6850-33-3399,3399,1,Mill Forest,3,12/31/2005,<Null>, ,14988,7,No,No,<Null>, ,0, ,0,116535263803246_TRATE, ,5,2.726988, ,647,23153, , , , ,0.273012,0,2022,11716,14988,21-10-0-35-0,6850-33-3399,SNGL FAM SUB,3,AC,100000,0,100000,380200,1500,481700,90000,0,90000,351600,1500,443100,RR,RES/RUR,6850-33-3399,20 - SNGL FAM SUB
107,Point,1,106,58  49 9  C-2,58-49-9-C-2,58-1-0-30-A,7715-55-1349, ,1,Kinloch Sec 9,3.164,3/9/2018,<Null>,7715-65-0629,20018,2,Yes,Yes,3/22/2018,JDW,0, ,0,<Null>, ,1,3.163713,C-2,656,0, , , , ,0.000287,0,2022,11835,20018,58-49-9-C-2,7715-55-1349,Cmn Area/Open Spc,3.164,AC,0,0,0,0,0,0,0,0,0,0,0,0,RPUD,RES/PUD,7715-45-6465,20 - SNGL FAM SUB
